"citation","Experimental System","Experimental System Type","interaction","Modification","name","Phenotypes","Qualifications","Score","selected","shared interaction","shared name","Throughput"
"pubmed:31980649","Affinity Capture-MS","physical","interacts-with","","BRAF (interacts-with) UBC","","",,"false","interacts-with","BRAF (interacts-with) UBC","High Throughput"
"pubmed:31239290","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) CKAP5","","",,"false","interacts-with","BRD4 (interacts-with) CKAP5","High Throughput"
"pubmed:31239290|pubmed:32416067","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) CSNK2A1","","",,"false","interacts-with","BRD4 (interacts-with) CSNK2A1","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","INHBE (interacts-with) CELSR1","","BioPlex HCT HCT116 cells CompPASS score = 0.816952444, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.816952444","false","interacts-with","INHBE (interacts-with) CELSR1","High Throughput"
"pubmed:35271311","Affinity Capture-MS","physical","interacts-with","","YWHAZ (interacts-with) CAMSAP2","","Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins",,"false","interacts-with","YWHAZ (interacts-with) CAMSAP2","High Throughput"
"pubmed:30639242|pubmed:34079125","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) HLA-C","","BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.",,"false","interacts-with","KRAS (interacts-with) HLA-C","High Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","ZNF587 (interacts-with) KRTAP5-7","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","ZNF587 (interacts-with) KRTAP5-7","High Throughput"
"pubmed:9405624","Reconstituted Complex|Affinity Capture-Western","physical","interacts-with","","C1D (interacts-with) NCOR1","","",,"false","interacts-with","C1D (interacts-with) NCOR1","Low Throughput"
"pubmed:25416956|pubmed:32296183","Two-hybrid","physical","interacts-with","","ADAMTSL3 (interacts-with) KRTAP10-8","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","ADAMTSL3 (interacts-with) KRTAP10-8","High Throughput"
"pubmed:28611215","Affinity Capture-RNA","physical","interacts-with","","HNRNPL (interacts-with) ZNF587","","",,"false","interacts-with","HNRNPL (interacts-with) ZNF587","High Throughput"
"pubmed:29426817|pubmed:34354038","Affinity Capture-Western","physical","interacts-with","","BIRC6 (interacts-with) STX17","","",,"false","interacts-with","BIRC6 (interacts-with) STX17","Low Throughput"
"pubmed:31980649","Affinity Capture-MS","physical","interacts-with","","BRAF (interacts-with) SPTBN4","","",,"false","interacts-with","BRAF (interacts-with) SPTBN4","High Throughput"
"pubmed:30639242|pubmed:30194290|pubmed:34079125","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) PTK7","","BioID|BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.",,"false","interacts-with","KRAS (interacts-with) PTK7","High Throughput"
"pubmed:28611215","Affinity Capture-RNA","physical","interacts-with","","HNRNPL (interacts-with) NAV1","","",,"false","interacts-with","HNRNPL (interacts-with) NAV1","High Throughput"
"pubmed:31753913","Affinity Capture-MS","physical","interacts-with","","TAF1 (interacts-with) ATN1","","",,"false","interacts-with","TAF1 (interacts-with) ATN1","High Throughput"
"pubmed:32416067","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) TAF1","","",,"false","interacts-with","BRD4 (interacts-with) TAF1","High Throughput"
"pubmed:26638075","Proximity Label-MS","physical","interacts-with","","TMEM216 (interacts-with) WDR11","","BioID",,"false","interacts-with","TMEM216 (interacts-with) WDR11","High Throughput"
"pubmed:30639242|pubmed:30194290","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) MBOAT7","","BioID|BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.",,"false","interacts-with","KRAS (interacts-with) MBOAT7","High Throughput"
"pubmed:30639242","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) MYO1E","","BioID",,"false","interacts-with","KRAS (interacts-with) MYO1E","High Throughput"
"pubmed:31753913","Affinity Capture-MS","physical","interacts-with","","TAF1 (interacts-with) ABCA7","","",,"false","interacts-with","TAF1 (interacts-with) ABCA7","High Throughput"
"pubmed:35271311","Affinity Capture-MS","physical","interacts-with","","YWHAZ (interacts-with) TICRR","","Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins",,"false","interacts-with","YWHAZ (interacts-with) TICRR","High Throughput"
"pubmed:22508508|pubmed:28190767","Affinity Capture-Western|Reconstituted Complex","physical","interacts-with","","UBC (interacts-with) HERC2","HeLa cell","#LPPI|Likely protein-protein interaction|Chemically synthesized diubiquitin|Ubiquitin interactor affinity enrichment-mass spectrometry (UbIA-MS)",,"false","interacts-with","UBC (interacts-with) HERC2","Low Throughput|High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","HLA-DQA1 (interacts-with) PLXNA1","","BioPlex HCT HCT116 cells CompPASS score = 0.958813178, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.958813178","false","interacts-with","HLA-DQA1 (interacts-with) PLXNA1","High Throughput"
"pubmed:30021884","Proximity Label-MS","physical","interacts-with","","KRT6C (interacts-with) PLEC","","interaction identified using XL-MS (cross-linking mass spectrometry): TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using unfractionated cells or TX100-soluble fractions",,"false","interacts-with","KRT6C (interacts-with) PLEC","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","C1QTNF9B (interacts-with) FGFR1","","BioPlex HCT HCT116 cells CompPASS score = 0.806817177, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.806817177","false","interacts-with","C1QTNF9B (interacts-with) FGFR1","High Throughput"
"pubmed:28515276","Affinity Capture-MS","physical","interacts-with","","PRPF8 (interacts-with) LARS","","",,"false","interacts-with","PRPF8 (interacts-with) LARS","High Throughput"
"pubmed:32416067|pubmed:30554943","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) TOP2B","","FLAG AP-MS dataset using FLAG-tagged BET bait proteins (Table S2A)|High confidence interactions have a Bayesian FDR=<1%|Untreated sample",,"false","interacts-with","BRD4 (interacts-with) TOP2B","High Throughput"
"pubmed:31239290","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) FLNA","","",,"false","interacts-with","BRD4 (interacts-with) FLNA","High Throughput"
"pubmed:22939629","Co-fractionation","physical","interacts-with","","GCN1L1 (interacts-with) INF2","","Denoised score >= 0.75","0.783","false","interacts-with","GCN1L1 (interacts-with) INF2","High Throughput"
"pubmed:30639242","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) OSBPL10","","BioID",,"false","interacts-with","KRAS (interacts-with) OSBPL10","High Throughput"
"pubmed:30639242","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) TTN","","BioID",,"false","interacts-with","KRAS (interacts-with) TTN","High Throughput"
"pubmed:31152661|pubmed:32807901","Reconstituted Complex|Affinity Capture-MS","physical","interacts-with","","PRPF8 (interacts-with) TP53","","ChIP",,"false","interacts-with","PRPF8 (interacts-with) TP53","Low Throughput|High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","RPL10 (interacts-with) HERC1","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.794139841, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.998597715, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.794139841","false","interacts-with","RPL10 (interacts-with) HERC1","High Throughput"
"pubmed:30639242|pubmed:30194290","Proximity Label-MS","physical","interacts-with","","KRAS (interacts-with) STT3B","","BioID|BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.",,"false","interacts-with","KRAS (interacts-with) STT3B","High Throughput"
"pubmed:28675297","Affinity Capture-MS","physical","interacts-with","","DUSP2 (interacts-with) UBR4","","",,"false","interacts-with","DUSP2 (interacts-with) UBR4","High Throughput"
"pubmed:16189514","Two-hybrid","physical","interacts-with","","TRAF2 (interacts-with) ZNF646","","",,"false","interacts-with","TRAF2 (interacts-with) ZNF646","High Throughput"
"pubmed:26496610|pubmed:35271311","Affinity Capture-MS","physical","interacts-with","","NUP153 (interacts-with) KPNA6","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)|Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins",,"false","interacts-with","NUP153 (interacts-with) KPNA6","High Throughput"
"pubmed:29568061|pubmed:34079125","Proximity Label-MS","physical","interacts-with","","EZR (interacts-with) NUMBL","","BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.",,"false","interacts-with","EZR (interacts-with) NUMBL","High Throughput"
