"citation","Confidence Value","interaction","Interaction Detection Methods","name","Presence In Other Species","Publication 1st Author","selected","shared interaction","shared name","Source Databases"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","CUL9 (interacts-with) ZNF865",,"Huttlin EL (2021)","false","interacts-with","CUL9 (interacts-with) ZNF865",
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) SERINC1",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) SERINC1",
"pubmed:27173435","0.63","interacts-with","MI:0004(affinity chromatography technology)","AHNAK (interacts-with) PLEC",,"Boldt K (2016)","false","interacts-with","AHNAK (interacts-with) PLEC","biogrid"
"pubmed:15604093","0.63","interacts-with","MI:0018(two hybrid)","RARG (interacts-with) PNRC2",,"Albers M (2004)","false","interacts-with","RARG (interacts-with) PNRC2","MI:0468(hprd)|i2d|albers05|biogrid"
"pubmed:15604093|pubmed:28514442|pubmed:32296183|pubmed:33961781","0.87","interacts-with","MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","RARG (interacts-with) RXRB",,"Albers M (2004)|Huttlin EL (2017)|Luck K (2020)|Huttlin EL (2021)","false","interacts-with","RARG (interacts-with) RXRB","MI:0468(hprd)|i2d|albers05|biogrid"
"pubmed:15604093","0.63","interacts-with","MI:0018(two hybrid)","RXRB (interacts-with) MAP4",,"Albers M (2004)","false","interacts-with","RXRB (interacts-with) MAP4","MI:0468(hprd)|i2d|albers05|biogrid"
"pubmed:22745667","0.49","interacts-with","-","KHDRBS1 (interacts-with) DOCK3",,"Asbach B (2012)","false","interacts-with","KHDRBS1 (interacts-with) DOCK3","biogrid"
"pubmed:31797533","0.63","interacts-with","MI:0004(affinity chromatography technology)","SAMHD1 (interacts-with) C3",,"Li Z (2019)","false","interacts-with","SAMHD1 (interacts-with) C3",
"pubmed:22745667","0.49","interacts-with","-","KHDRBS1 (interacts-with) DOCK2",,"Asbach B (2012)","false","interacts-with","KHDRBS1 (interacts-with) DOCK2","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP5-7 (interacts-with) KPRP",,"Luck K (2020)","false","interacts-with","KRTAP5-7 (interacts-with) KPRP",
"pubmed:23022380","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)","NOTCH1 (interacts-with) ANAPC1",,"Yatim A (2012)","false","interacts-with","NOTCH1 (interacts-with) ANAPC1","biogrid|MI:0469(intact)"
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) CKAP5",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) CKAP5",
"pubmed:11226752|pubmed:25416956|pubmed:32937373","0.76","interacts-with","MI:0018(two hybrid)|MI:0415(enzymatic study)","DTX2 (interacts-with) DTX2",,"Kishi N (2001)|Rolland T (2014)|Ahmed SF (2020)","false","interacts-with","DTX2 (interacts-with) DTX2","MI:0468(hprd)|i2d|biogrid|MI:0469(intact)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","MBNL1 (interacts-with) CLIP1",,"Huttlin EL (2021)","false","interacts-with","MBNL1 (interacts-with) CLIP1",
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) BMS1",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) BMS1",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-B (interacts-with) GCN1",,"Huttlin EL (2021)","false","interacts-with","HLA-B (interacts-with) GCN1",
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) ILK",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) ILK","biogrid"
"pubmed:19293945","0.63","interacts-with","MI:0018(two hybrid)","SVIL (interacts-with) FLNC",,"Bell R (2009)","false","interacts-with","SVIL (interacts-with) FLNC","bell09"
"pubmed:25147182","0.63","interacts-with","MI:0004(affinity chromatography technology)","HUWE1 (interacts-with) HADHB",,"Thompson JW (2014)","false","interacts-with","HUWE1 (interacts-with) HADHB","biogrid"
"pubmed:15314156","0.52","interacts-with","MI:0492(in vitro)","MUC20 (interacts-with) MUC20",,"Higuchi T (2004)","false","interacts-with","MUC20 (interacts-with) MUC20","MI:0468(hprd)"
"pubmed:34079125","0.63","interacts-with","bioid","KRAS (interacts-with) FMN2",,"Go CD (2021)","false","interacts-with","KRAS (interacts-with) FMN2",
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) BCLAF1",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) BCLAF1",
"pubmed:23455922","0.63","interacts-with","MI:0004(affinity chromatography technology)","ILK (interacts-with) ZNF717",,"Varjosalo M (2013)","false","interacts-with","ILK (interacts-with) ZNF717","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-C (interacts-with) FANCD2",,"Huttlin EL (2021)","false","interacts-with","HLA-C (interacts-with) FANCD2",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","MBNL1 (interacts-with) ESRP2",,"Huttlin EL (2021)","false","interacts-with","MBNL1 (interacts-with) ESRP2",
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","PLEC (interacts-with) ZNF721",,"Fasci D (2018)","false","interacts-with","PLEC (interacts-with) ZNF721","MI:0469(intact)"
"pubmed:25852190","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","ILK (interacts-with) HLA-A",,"So J (2015)","false","interacts-with","ILK (interacts-with) HLA-A","MI:0469(intact)"
"pubmed:26641092","0.63","interacts-with","MI:0004(affinity chromatography technology)","U2AF2 (interacts-with) AHNAK",,"Whisenant TC (2015)","false","interacts-with","U2AF2 (interacts-with) AHNAK","biogrid"
"pubmed:28546555|pubmed:19858347|pubmed:18624290","0.76","interacts-with","MI:0004(affinity chromatography technology)|MI:0054(fluorescence-activated cell sorting)","KIR2DL1 (interacts-with) HLA-C",,"Chapel A (2017)|Graef T (2009)|Della Chiesa M (2008)","false","interacts-with","KIR2DL1 (interacts-with) HLA-C","MI:0469(intact)"
"pubmed:28515276","0.63","interacts-with","MI:0004(affinity chromatography technology)","PRPF8 (interacts-with) LDHB",,"Malinov?? A (2017)","false","interacts-with","PRPF8 (interacts-with) LDHB","biogrid"
"pubmed:11511084","0.52","interacts-with","MI:0493(in vivo)","NOTCH1 (interacts-with) RBP3",,"Foltz DR (2001)","false","interacts-with","NOTCH1 (interacts-with) RBP3","MI:0468(hprd)|i2d"
"pubmed:32416067","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) WDR3",,"Shu S (2020)","false","interacts-with","BRD4 (interacts-with) WDR3",
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) SRRM2",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) SRRM2",
"pubmed:29395067","0.63","interacts-with","bioid","ALG13 (interacts-with) PRRC2C",,"Youn JY (2018)","false","interacts-with","ALG13 (interacts-with) PRRC2C",
"pubmed:15536134","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFKBIA (interacts-with) NCOR1",,"Aguilera C (2004)","false","interacts-with","NFKBIA (interacts-with) NCOR1","biogrid"
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) LRRC41",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) LRRC41","biogrid"
"pubmed:28514442|pubmed:33961781","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","BCL7A (interacts-with) GSN",,"Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","BCL7A (interacts-with) GSN","biogrid"
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","SETD1A (interacts-with) KMT2B",,"Marcon E (2014)","false","interacts-with","SETD1A (interacts-with) KMT2B",
"pubmed:11432975","0.59","interacts-with","MI:0492(in vitro)","TRIM2 (interacts-with) MYO5A","taxid:10090(Mus musculus (Mouse))","Ohkawa N (2001)","false","interacts-with","TRIM2 (interacts-with) MYO5A","MI:0468(hprd)|i2d"
"pubmed:26641092","0.63","interacts-with","MI:0004(affinity chromatography technology)","U2AF2 (interacts-with) PABPC1",,"Whisenant TC (2015)","false","interacts-with","U2AF2 (interacts-with) PABPC1","biogrid"
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","LCE2A (interacts-with) KRTAP10-7",,"Rolland T (2014)","false","interacts-with","LCE2A (interacts-with) KRTAP10-7","biogrid|MI:0469(intact)"
"pubmed:25416956|pubmed:32296183","0.73","interacts-with","MI:0018(two hybrid)","LCE2A (interacts-with) KRTAP10-8",,"Rolland T (2014)|Luck K (2020)","false","interacts-with","LCE2A (interacts-with) KRTAP10-8","biogrid|MI:0469(intact)"
"pubmed:34079125","0.63","interacts-with","bioid","KRAS (interacts-with) CSPG4",,"Go CD (2021)","false","interacts-with","KRAS (interacts-with) CSPG4",
"pubmed:21900255|pubmed:28611215","0.73","interacts-with","MI:0004(affinity chromatography technology)","MBNL1 (interacts-with) HNRNPL",,"Paul S (2011)|Fei T (2017)","false","interacts-with","MBNL1 (interacts-with) HNRNPL","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","PPP1R13B (interacts-with) NHSL2",,"Luck K (2020)","false","interacts-with","PPP1R13B (interacts-with) NHSL2",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","KIR3DL3 (interacts-with) HLA-C",,"Huttlin EL (2021)","false","interacts-with","KIR3DL3 (interacts-with) HLA-C",
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) ZNF587",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) ZNF587","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","KIR3DL3 (interacts-with) HLA-B",,"Huttlin EL (2021)","false","interacts-with","KIR3DL3 (interacts-with) HLA-B",
"pubmed:32203420","0.63","interacts-with","MI:0004(affinity chromatography technology)","VAV1 (interacts-with) POTEE",,"M??ller PM (2020)","false","interacts-with","VAV1 (interacts-with) POTEE",
"pubmed:30442766","0.63","interacts-with","bioid","NRAS (interacts-with) DOCK8",,"Bigenzahn JW (2018)","false","interacts-with","NRAS (interacts-with) DOCK8",
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","ZNF572 (interacts-with) KLC3",,"Rolland T (2014)","false","interacts-with","ZNF572 (interacts-with) KLC3","biogrid|MI:0469(intact)"
"pubmed:27591049|pubmed:31762063","0.82","interacts-with","MI:0004(affinity chromatography technology)|bioid","CYLD (interacts-with) PRRC2C",,"Elliott PR (2016)|Yang XD (2019)","false","interacts-with","CYLD (interacts-with) PRRC2C","biogrid"
"pubmed:31010829","0.63","interacts-with","MI:0004(affinity chromatography technology)","NIPBL (interacts-with) CKAP5",,"Kim JS (2019)","false","interacts-with","NIPBL (interacts-with) CKAP5",
"pubmed:19380743","0.63","interacts-with","MI:0004(affinity chromatography technology)","AP2M1 (interacts-with) KRT6B",,"Brehme M (2009)","false","interacts-with","AP2M1 (interacts-with) KRT6B","biogrid"
"pubmed:19380743","0.63","interacts-with","MI:0004(affinity chromatography technology)","AP2M1 (interacts-with) KRT5",,"Brehme M (2009)","false","interacts-with","AP2M1 (interacts-with) KRT5","biogrid"
"pubmed:11851340|pubmed:12482578|pubmed:16902413","0.9","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0049(filter binding)|MI:0065(isothermal titration calorimetry)|MI:0016(circular dichroism)|MI:0077(nuclear magnetic resonance)|MI:0017(classical fluorescence spectroscopy)","TTN (interacts-with) NEB",,"Politou AS (2002)|Ma K (2002)|Witt CC (2006)","false","interacts-with","TTN (interacts-with) NEB","MI:0468(hprd)|MI:0471(mint)|i2d|MI:0469(intact)"
"pubmed:26641092","0.63","interacts-with","MI:0004(affinity chromatography technology)","U2AF2 (interacts-with) PRPF8",,"Whisenant TC (2015)","false","interacts-with","U2AF2 (interacts-with) PRPF8","biogrid"
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","FLG2 (interacts-with) KPRP",,"Marcon E (2014)","false","interacts-with","FLG2 (interacts-with) KPRP",
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) NBPF1",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) NBPF1","biogrid"
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","PDE4DIP (interacts-with) KLC3",,"Rolland T (2014)","false","interacts-with","PDE4DIP (interacts-with) KLC3","biogrid|MI:0469(intact)"
"pubmed:31239290|pubmed:32416067","0.73","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) NUP153",,"Erber L (2019)|Shu S (2020)","false","interacts-with","BRD4 (interacts-with) NUP153",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","RPL10 (interacts-with) PABPC1",,"Hein MY (2015)","false","interacts-with","RPL10 (interacts-with) PABPC1","biogrid|MI:0469(intact)"
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","TOP2B (interacts-with) SNRNP200",,"Havugimana PC (2012)","false","interacts-with","TOP2B (interacts-with) SNRNP200","biogrid"
"pubmed:29395067","0.63","interacts-with","bioid","PRRC2A (interacts-with) TNRC6A",,"Youn JY (2018)","false","interacts-with","PRRC2A (interacts-with) TNRC6A",
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","PLEC (interacts-with) RRBP1",,"Fasci D (2018)","false","interacts-with","PLEC (interacts-with) RRBP1","MI:0469(intact)"
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","PLEC (interacts-with) DNAH5",,"Fasci D (2018)","false","interacts-with","PLEC (interacts-with) DNAH5","MI:0469(intact)"
"pubmed:31180492","0.63","interacts-with","MI:0004(affinity chromatography technology)","FANCD2 (interacts-with) POTEE",,"Pladevall-Morera D (2019)","false","interacts-with","FANCD2 (interacts-with) POTEE",
"pubmed:23414517","0.73","interacts-with","MI:0399(two hybrid fragment pooling approach)|MI:0428(imaging technique)|MI:0018(two hybrid)","SAMHD1 (interacts-with) DYSF",,"Blandin G (2013)","false","interacts-with","SAMHD1 (interacts-with) DYSF","MI:0469(intact)"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) FSIP2",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) FSIP2",
"pubmed:14734538","0.72","interacts-with","Affinity Capture-Western|MI:0004(affinity chromatography technology)","BSN (interacts-with) UNC13A",,"Takao-Rikitsu E (2004)","false","interacts-with","BSN (interacts-with) UNC13A","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-DRB5 (interacts-with) HLA-C",,"Huttlin EL (2021)","false","interacts-with","HLA-DRB5 (interacts-with) HLA-C",
"pubmed:11078522|pubmed:21118156","0.75","interacts-with","MI:0492(in vitro)|MI:0004(affinity chromatography technology)","ARID1B (interacts-with) ARID1B",,"Xue Y (2000)|Inoue H (2011)","false","interacts-with","ARID1B (interacts-with) ARID1B","MI:0468(hprd)|i2d|biogrid"
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) BCLAF1",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) BCLAF1","biogrid"
"pubmed:32814053","0.49","interacts-with","-","FGFR3 (interacts-with) SEMA4G",,"Haenig C (2020)","false","interacts-with","FGFR3 (interacts-with) SEMA4G",
"pubmed:31180492","0.63","interacts-with","MI:0004(affinity chromatography technology)","FANCD2 (interacts-with) FLNA",,"Pladevall-Morera D (2019)","false","interacts-with","FANCD2 (interacts-with) FLNA",
"pubmed:31343991","0.63","interacts-with","MI:0004(affinity chromatography technology)","CUL9 (interacts-with) ALG13",,"Wang P (2019)","false","interacts-with","CUL9 (interacts-with) ALG13",
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HLA-B (interacts-with) SDHA",,"Ewing RM (2007)","false","interacts-with","HLA-B (interacts-with) SDHA","MI:0469(intact)|i2d"
"pubmed:16631741","0.63","interacts-with","MI:0018(two hybrid)","XIRP1 (interacts-with) ENAH",,"van der Ven PF (2006)","false","interacts-with","XIRP1 (interacts-with) ENAH","biogrid"
"pubmed:27576135","0.63","interacts-with","MI:0004(affinity chromatography technology)","GPC1 (interacts-with) LAMA3",,"Kawahara R (2016)","false","interacts-with","GPC1 (interacts-with) LAMA3",
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) SNRNP200",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) SNRNP200",
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","KRT8 (interacts-with) TTN",,"Fasci D (2018)","false","interacts-with","KRT8 (interacts-with) TTN","MI:0469(intact)"
"pubmed:11903063|pubmed:20360068","0.87","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)","CKAP5 (interacts-with) CKAP5",,"Lauffart B (2002)|Hutchins JR (2010)","false","interacts-with","CKAP5 (interacts-with) CKAP5","MI:0468(hprd)|i2d|MI:0469(intact)|biogrid"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) HYDIN",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) HYDIN",
"pubmed:12213830|pubmed:14722100","0.87","interacts-with","MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0401(biochemical)","RYR2 (interacts-with) RYR1",,"Xiao B (2002)|Blayney LM (2004)","false","interacts-with","RYR2 (interacts-with) RYR1","MI:0468(hprd)|biogrid|i2d|MI:1014(string)"
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) BMS1",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) BMS1","biogrid"
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","ALDH3B1 (interacts-with) KRTAP10-7",,"Rolland T (2014)","false","interacts-with","ALDH3B1 (interacts-with) KRTAP10-7","biogrid|MI:0469(intact)"
