citation,Confidence Value,evidence: CCMI,evidence: Co-dependence,evidence: mRNA co-expression,evidence: Physical,evidence: Protein co-expression,evidence: Sequence similarity,Experimental System,Experimental System Type,FBS_max,Integrated score,interaction,Interaction Detection Methods,LLS,Modification,name,PFC,Phenotypes,Presence In Other Species,Publication 1st Author,Qualifications,Score,selected,shared interaction,shared name,Source Databases,Throughput
,,,,,,,,,,,,has functional association with,,1.99043913815426,,OR13C2 (has functional association with) POTEF,,,,,,,false,has functional association with,OR13C2 (has functional association with) POTEF,,
,,,,,,,,,,,,has functional association with,,1.95771134609426,,OR13C2 (has functional association with) RGPD1,,,,,,,false,has functional association with,OR13C2 (has functional association with) RGPD1,,
,,,,,,,,,,,,has functional association with,,1.82000879972596,,OR13C2 (has functional association with) POTEE,,,,,,,false,has functional association with,OR13C2 (has functional association with) POTEE,,
,,,,,,,,,,,,has functional association with,,1.71883106416885,,PPP1R13B (has functional association with) TCL1A,,,,,,,false,has functional association with,PPP1R13B (has functional association with) TCL1A,,
,,,,,,,,,,,,has functional association with,,1.69193130060081,,PPP1R13B (has functional association with) TP53,,,,,,,false,has functional association with,PPP1R13B (has functional association with) TP53,,
,,,,,,,,,,,,has functional association with,,1.66985076632302,,PPP1R13B (has functional association with) ZGPAT,,,,,,,false,has functional association with,PPP1R13B (has functional association with) ZGPAT,,
,,,,,,,,,,,,has functional association with,,1.92077752591046,,PPP1R13B (has functional association with) PPFIA3,,,,,,,false,has functional association with,PPP1R13B (has functional association with) PPFIA3,,
,,,,,,,,,,,,has functional association with,,1.85486667057722,,PPP1R13B (has functional association with) NHSL2,,,,,,,false,has functional association with,PPP1R13B (has functional association with) NHSL2,,
,,,,,,,,,,,,has functional association with,,1.62620765449348,,PPP1R13B (has functional association with) APC,,,,,,,false,has functional association with,PPP1R13B (has functional association with) APC,,
,,,,,,,,,,,,has functional association with,,1.69072176186478,,FGFR3 (has functional association with) SEMA4G,,,,,,,false,has functional association with,FGFR3 (has functional association with) SEMA4G,,
,,,,,,,,,,,,has functional association with,,2.53304335924416,,FGFR3 (has functional association with) PTK7,,,,,,,false,has functional association with,FGFR3 (has functional association with) PTK7,,
,,,,,,,,,,,,has functional association with,,1.71242737368446,,FGFR3 (has functional association with) BRD4,,,,,,,false,has functional association with,FGFR3 (has functional association with) BRD4,,
,,,,,,,,,,,,has functional association with,,1.79865016315182,,FGFR3 (has functional association with) ODF3L2,,,,,,,false,has functional association with,FGFR3 (has functional association with) ODF3L2,,
,,,,,,,,,,,,has functional association with,,1.62951515339201,,FGFR3 (has functional association with) KRT8,,,,,,,false,has functional association with,FGFR3 (has functional association with) KRT8,,
,,,,,,,,,,,,has functional association with,,1.6119250178411,,FGFR3 (has functional association with) HSP90AB1,,,,,,,false,has functional association with,FGFR3 (has functional association with) HSP90AB1,,
,,,,,,,,,,,,has functional association with,,1.61638897936899,,FGFR3 (has functional association with) PDE4DIP,,,,,,,false,has functional association with,FGFR3 (has functional association with) PDE4DIP,,
,,,,,,,,,,,,has functional association with,,1.67688591140765,,FGFR3 (has functional association with) CDS2,,,,,,,false,has functional association with,FGFR3 (has functional association with) CDS2,,
,,,,,,,,,,,,has functional association with,,1.69580980494273,,ZFP62 (has functional association with) PRKRA,,,,,,,false,has functional association with,ZFP62 (has functional association with) PRKRA,,
,,,,,,,,,,,,has functional association with,,2.92998829349099,,SUOX (has functional association with) PAPSS2,,,,,,,false,has functional association with,SUOX (has functional association with) PAPSS2,,
,,,,,,,,,,,,has functional association with,,2.07630344620388,,SUOX (has functional association with) SYNGAP1,,,,,,,false,has functional association with,SUOX (has functional association with) SYNGAP1,,
,,,,,,,,,,,,has functional association with,,1.55673380831431,,COL5A1 (has functional association with) HNRNPL,,,,,,,false,has functional association with,COL5A1 (has functional association with) HNRNPL,,
,,,,,,,,,,,,has functional association with,,1.75570264347709,,COL5A1 (has functional association with) ITGA2,,,,,,,false,has functional association with,COL5A1 (has functional association with) ITGA2,,
,,,,,,,,,,,,has functional association with,,2.50013123402291,,COL5A1 (has functional association with) ELN,,,,,,,false,has functional association with,COL5A1 (has functional association with) ELN,,
,,,,,,,,,,,,has functional association with,,2.50013123402291,,COL5A1 (has functional association with) COL14A1,,,,,,,false,has functional association with,COL5A1 (has functional association with) COL14A1,,
,,,,,,,,,,,,has functional association with,,1.65024372386307,,ITPR1 (has functional association with) PLEC,,,,,,,false,has functional association with,ITPR1 (has functional association with) PLEC,,
,,,,,,,,,,,,has functional association with,,5.1398170989735,,ITPR1 (has functional association with) ITPR3,,,,,,,false,has functional association with,ITPR1 (has functional association with) ITPR3,,
,,,,,,,,,,,,has functional association with,,5.15548656169537,,ITPR1 (has functional association with) ITPR2,,,,,,,false,has functional association with,ITPR1 (has functional association with) ITPR2,,
,,,,,,,,,,,,has functional association with,,2.11697617861483,,ITPR1 (has functional association with) PLCH2,,,,,,,false,has functional association with,ITPR1 (has functional association with) PLCH2,,
,,,,,,,,,,,,has functional association with,,1.62951770559835,,ITPR1 (has functional association with) VAV1,,,,,,,false,has functional association with,ITPR1 (has functional association with) VAV1,,
,,,,,,,,,,,,has functional association with,,2.64370119561967,,ITPR1 (has functional association with) TP53,,,,,,,false,has functional association with,ITPR1 (has functional association with) TP53,,
,,,,,,,,,,,,has functional association with,,1.69352761469704,,TP53 (has functional association with) PTTG1,,,,,,,false,has functional association with,TP53 (has functional association with) PTTG1,,
,,,,,,,,,,,,has functional association with,,1.50876974989634,,TP53 (has functional association with) OR2L5,,,,,,,false,has functional association with,TP53 (has functional association with) OR2L5,,
,,,,,,,,,,,,has functional association with,,1.50876974989634,,TP53 (has functional association with) COL14A1,,,,,,,false,has functional association with,TP53 (has functional association with) COL14A1,,
,,,,,,,,,,,,has functional association with,,1.63992468542438,,TP53 (has functional association with) UBC,,,,,,,false,has functional association with,TP53 (has functional association with) UBC,,
,,,,,,,,,,,,has functional association with,,3.1059998241707,,TP53 (has functional association with) CACNA1F,,,,,,,false,has functional association with,TP53 (has functional association with) CACNA1F,,
,,,,,,,,,,,,has functional association with,,1.64523067874732,,TP53 (has functional association with) HERC2,,,,,,,false,has functional association with,TP53 (has functional association with) HERC2,,
,,,,,,,,,,,,has functional association with,,1.68168107937926,,HLA-DQB2 (has functional association with) RAB7A,,,,,,,false,has functional association with,HLA-DQB2 (has functional association with) RAB7A,,
,,,,,,,,,,,,has functional association with,,1.70210827196605,,HLA-DQB2 (has functional association with) POTEF,,,,,,,false,has functional association with,HLA-DQB2 (has functional association with) POTEF,,
,,,,,,,,,,,,has functional association with,,1.97198443301505,,HLA-DQB2 (has functional association with) CTSF,,,,,,,false,has functional association with,HLA-DQB2 (has functional association with) CTSF,,
,,,,,,,,,,,,has functional association with,,4.19489399302805,,HLA-DQB2 (has functional association with) HLA-DRB5,,,,,,,false,has functional association with,HLA-DQB2 (has functional association with) HLA-DRB5,,
,,,,,,,,,,,,has functional association with,,1.73316845715836,,HLA-DQB2 (has functional association with) COL14A1,,,,,,,false,has functional association with,HLA-DQB2 (has functional association with) COL14A1,,
,,,,,,,,,,,,has functional association with,,2.73955794828927,,TRAF3 (has functional association with) NLRC5,,,,,,,false,has functional association with,TRAF3 (has functional association with) NLRC5,,
,,,,,,,,,,,,has functional association with,,1.62613897779135,,TRAF3 (has functional association with) KRT38,,,,,,,false,has functional association with,TRAF3 (has functional association with) KRT38,,
,,,,,,,,,,,,has functional association with,,1.75200859315239,,SLC25A5 (has functional association with) UBC,,,,,,,false,has functional association with,SLC25A5 (has functional association with) UBC,,
,,,,,,,,,,,,has functional association with,,1.96632300703807,,SLC25A5 (has functional association with) SDHA,,,,,,,false,has functional association with,SLC25A5 (has functional association with) SDHA,,
,,,,,,,,,,,,has functional association with,,2.64037164718551,,SLC25A5 (has functional association with) NRAS,,,,,,,false,has functional association with,SLC25A5 (has functional association with) NRAS,,
,,,,,,,,,,,,has functional association with,,1.57344067188834,,SLC25A5 (has functional association with) VAV1,,,,,,,false,has functional association with,SLC25A5 (has functional association with) VAV1,,
,,,,,,,,,,,,has functional association with,,1.54330207270809,,SLC25A5 (has functional association with) NFKBIA,,,,,,,false,has functional association with,SLC25A5 (has functional association with) NFKBIA,,
,,,,,,,,,,,,has functional association with,,1.57052369817826,,SLC25A5 (has functional association with) NFX1,,,,,,,false,has functional association with,SLC25A5 (has functional association with) NFX1,,
,,,,,,,,,,,,has functional association with,,2.63155580008029,,SLC25A5 (has functional association with) KRAS,,,,,,,false,has functional association with,SLC25A5 (has functional association with) KRAS,,
,,,,,,,,,,,,has functional association with,,1.57989433144726,,SLC25A5 (has functional association with) EZR,,,,,,,false,has functional association with,SLC25A5 (has functional association with) EZR,,
,,,,,,,,,,,,has functional association with,,1.6502871918955,,BRAF (has functional association with) TERT,,,,,,,false,has functional association with,BRAF (has functional association with) TERT,,
,,,,,,,,,,,,has functional association with,,1.58863742850595,,BRAF (has functional association with) TRAF3,,,,,,,false,has functional association with,BRAF (has functional association with) TRAF3,,
,,,,,,,,,,,,has functional association with,,2.55602389336884,,BRAF (has functional association with) TRAF2,,,,,,,false,has functional association with,BRAF (has functional association with) TRAF2,,
,,,,,,,,,,,,has functional association with,,1.84714511541049,,KRTAP5-5 (has functional association with) KRTAP5-2,,,,,,,false,has functional association with,KRTAP5-5 (has functional association with) KRTAP5-2,,
